시퀀스,아파트코드,아파트명,주소(시도),주소(시군구),주소(읍면동),홈페이지,사용검사일,연면적,관리비부과면적,전체세대수,사용신청일,사용승인일,정보변경일,사용허가여부,일반인원,경비인원,청소인원,건설사,시행사,준공일자,건축면적,아파트평형,층수,주차대수,단지소개,아파트시설,음용수,전기안전관리자,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,기타메모,예산지출액,회계관리현태,화재수신반위치,엘리베이터,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,경비근무시간,경비휴게시간,홈네트워그,아파트청소구역,지하주차대수,음식물처리방식,청소기타구역,청소 연간예산 지출액,청소근무시간,청소근무일자,청소일근무시간,청소세대당청소인원,청소방법,소독면적,소독구역,소독년횟수,소독 년 예산 지출액,소독약품,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,하자보수진행상태,수선유지충당금부고방식,수선유지충당금,수선유지충당메인 항목,수선유지대체금,전체동수,전화번호,팩스번호,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,관리사번호,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,최초등록일자,최종등록일자,주거전용면적
62,A13880201,가락현대6차,서울,송파구,가락본동,,1991-12-14 00:00:00.0,17690,17686,160,2013-03-07 09:46:55.0,2017-10-19 11:58:33.0,2017-10-19 11:58:33.0,Y,4,4,2,현대건설,한미은행 연합조합,,0.00,,1|10,125,,,600,비상주,전기안전대행업체위탁,관리,무,,0,전산,,유,,,,0,격일제,,,유,"건물내부(계단,복도), 지하주차장, 건물외부",,,,0,,,,,"복도-물걸레, 지하주차장 청소",0,,,0,,15층용  5대,,,,"1,2층 제외운행",,0,0,,종결,"수선충당금(연간 분할부과-예산제),  수선유지비(매월부과-정산제)",0,,0,1,02-537-4739,02-591-1575,고가수조 방식,잠원한신그린아파트,114-80-01523,06520,127.0078749,37.5133709,11480015230,신반포로33길,71,서울특별시 서초구 잠원동 65-8 잠원한신그린,아파트,서울특별시 서초구 신반포로33길 71,0,150,0,,,2019-05-20 06:31:21.0,12733.5
1922,A13470101,길동삼익파크,서울,강동구,길동,www.samikparkapt.com,1982-09-04 00:00:00.0,102794,99554,1092,2013-03-07 09:46:54.0,2019-04-09 17:42:10.0,2019-04-09 17:42:10.0,Y,10,22,10,삼익건설,삼익건설,1982-08-01 00:00:00.0,30168.00,59.4|62.7|69.3|79.2|82.5|102.47|105.78|112.35|142.14|148.76|165.29|171.9,12|,800,"<p><img style=""WIDTH: 436px; HEIGHT: 208px"" border=""0"" hspace=""0"" align=""baseline"" src=""/utl/web/imageSrc.do?path=20130701&physical=23EBE33B23034BC886B91D09C28F131D.JPG&contentType=image/pjpeg"" width=""436"" height=""208"" /></p>",,3275,선임,,중앙감시실 전기실 직원 2명,,,83997930,전산,관리사무실,유,2대,"지하주차장,어린이놀이터 및 엘리베이터",,55200000,격일제,,,유,,,남원산업(주),,20316000,09:00 ~ 16:00 (토요일은 09:00 ~ 12:00),,1시간,,,0,,"세대 년12회, 수목 년6회",2592000,,6대,전체,4년,승객화물겸용 VVVF,전층,,5544000,0,,3년차 종료,,6410980,"전기, 설비시설",0,2,02-470-6787,02-484-6788,부스터방식,관리사무소,2128904735,05245,127.1243522,37.5443727,90700029131,올림픽로81길,15,서울특별시 강동구 천호동 333-55 천호e-편한세상,아파트,서울특별시 강동구 올림픽로81길 15,0,98,52,,,2019-05-20 08:15:27.0,13829.32
341,A15722304,치현마을동일스위트리버아파트,서울,강서구,방화3동,,2004-12-23 00:00:00.0,21770,21770,213,2013-03-07 09:46:20.0,2016-06-03 14:10:06.0,2016-06-03 14:10:06.0,Y,,2,,동일,동일,,0.00,,15,224,,,,선임,대행위탁,"화재수신, 승강기비상호출,CCTV-관리","홈네트워크-무, 주차관제관리-유",,174692995,전산,방재실,유,42,"주차장,엘리베이터,현관,",무,153600000,격일제,24시간,"12:00~13:00, 18:00~19:00 (2시간)",유,16층 10라인,"수량: 3개, 면적: 11,794㎡","1개소, 1일 1회","외곽청소, 대청소, 재활용",60715000,"평일:08:00~16:00, 토요일:08:00~12:00",,12:00~13:00 (1시간),( 38세대/명),수시,22444,"분무식, 점도포식, 컴배트사용",12회,4454400,"델톡스,로취제로겔,스테이션",5,전체(OM),2004년 설치 5년간사용,로프식,전층운행,고장시 수시 교체,16335000,1375000,월3회정도,1~5년차 진행,수선유지비(매월부과),9455540,,0,1,02-722-4433,02-734-0253,부스터방식,72번지,101-80-05542,110070,126.9720155,37.5736451,101-80-05542-0,사직로8길,24,서울특별시 종로구 내수동 72 경희궁의아침3단지,아파트,서울특별시 종로구 사직로8길 34,0,0,30,,,2019-05-19 23:01:18.0,22444.8
2893,A13778204,서초힐스,서울,서초구,우면동,,2012-12-03 00:00:00.0,148779,148065,1082,2013-06-13 17:27:10.0,2017-05-31 09:07:20.0,2017-05-31 09:07:20.0,Y,,,,서희건설,한국토지주택공사(LH),2012-12-01 00:00:00.0,9109.61,59|74|84,12|25,1274,<p>반갑습니다.</p><p>서울시 서초구?양재대로2길 90?서초힐스 아파트입니다.</p>,,,,,,,,0,전산,,,,,,0,,,,,,,,,0,,,,,,0,,,0,,10,,,,,,0,0,,,,0,,0,7,02-2602-0293,02-2602-0294,부스터방식,1318,117-80-13940,,126.8333166,37.5107745,91100578291,신정이펜1로,27,서울특별시 양천구 신정동 1318 신정이펜하우스5단지,아파트,서울특별시 양천구 신정이펜1로 27,154,0,84,,,2019-05-20 03:41:53.0,18859.92
2895,A13612002,상월동아에코빌,서울,성북구,상월곡동,,2003-06-27 00:00:00.0,164588,136133,1253,2013-06-13 17:46:02.0,2017-12-04 14:07:03.0,2017-12-04 14:07:03.0,Y,,,,(주)동아건설,상월곡재개발조합,,8854.86,,,1445,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,0,,,0,,18,,,,,,0,0,,,,0,,0,12,02-2604-1286,02-2604-1287,,,117-80-14084,158070,126.8298689,37.5107697,91100762641,신정이펜1로,51,서울특별시 양천구 신정동 1317 신정이펜하우스4단지,아파트,서울특별시 양천구 신정이펜1로 51,223,287,36,,,2019-05-20 03:46:06.0,41024.98
704,A15001009,여의도수정,서울,영등포구,여의도동,,1976-07-03 00:00:00.0,46529,46529,329,2013-03-07 09:47:00.0,2013-06-23 12:01:46.0,2013-06-23 12:01:46.0,Y,6,18,4,한양주택,한양주택,1976-08-01 00:00:00.0,2897.00,166|76,15층|,240,"



",,750,선임,상주,관리,무,,0,전산,,,250,"관리사무소(  대), 놀이터( 대), 주차장( 대), 엘리베이터( 대)",,0,"격일제, 교대(  시간)",,,,"건물내부(복도, 계단), 지하주차장, 옥상, 건물외부, 화단, 논슬립, 대청소, 재활용",,개소 회/주,,0,"평일: ~ ( 6시간), 토: ~ (3시간), 휴일: ~ (0시간)",,"주간: ~ ( 1시간), 야간: ~ (시간)",,"복도 물걸레( 3회/주), 주차장 청소( 회/월), 옥상( 회/월)</a> ",0,,,0,,35,,(2011 )년도 설치,로프식,전층운행,,0,0,,,,0,,0,22,02-2603-0851,02-2603-0853,부스터방식,신정이펜하우스3단지,117-80-14070,,126.8317714,37.5117701,91100762331,신정이펜1로,50,서울특별시 양천구 신정동 1316 신정이펜하우스3단지,아파트,서울특별시 양천구 신정이펜1로 50,1032,205,102,,,2019-05-20 03:39:08.0,85347
706,A13790003,우면동동고,서울,서초구,우면동,,1995-03-25 00:00:00.0,37798,34063,330,2013-03-07 09:47:00.0,2019-03-27 14:09:05.0,2019-03-27 14:09:05.0,Y,23,12,3,(주)동양고속건설,(주)동양고속건설,1995-03-01 00:00:00.0,3058.12,99.174|105.785,15|,281,"<p>



서초구 바우뫼로 7길 29. 소재,우면산 남쪽에 위치함.주변에 EBS,교육개발원이 있으나,이전 완료함.우암초등학교와 인근아파트 LH아파트,대림아파트,한라,코오롱등이 있다.LG,KT연구소 및 상가들이 밀집되어 있음.</p>",,,양재철,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,0,,,0,,17,,,,,,0,0,,,,0,,0,9,02-596-0346,02-596-0306,,30-26,114-80-07847,,127.0133366,37.5037656,911-0077-8101,고무래로,35,서울특별시 서초구 반포동 30-26 반포리체,아파트,서울특별시 서초구 고무래로 35,405,450,192,,,2019-05-20 06:37:10.0,92869.532
1534,A12012202,남가좌삼성래미안,서울,서대문구,남가좌2동,www.apti.co.kr,2000-12-15 00:00:00.0,158327,120693,1114,2013-03-07 09:46:18.0,2017-09-13 11:20:09.0,2017-09-13 11:20:09.0,Y,9,12,14,삼성물산(주),남가좌 7재개발조합,2000-12-01 00:00:00.0,0.00,,16|20,1323,,,3800,선임,직영,"상황실, 경비실","상황실, 경비실",,0,,,,,,,0,,,,,,,,,0,,,,,,0,,,0,,12,,,,,,0,0,,,,0,,0,2,02-3667-9001,02-3667-9002,,692,113-80-11197,,126.8889308,37.5086043,114-81-23107,경인로,662,서울특별시 구로구 신도림동 692 신도림디큐브시티,주상복합,서울특별시 구로구 경인로 662,105,103,288,,,2019-05-20 04:34:09.0,54208.19
3361,A15608003,이수힐스테이트,서울,동작구,동작동,isuhillstate.com,2013-02-19 00:00:00.0,115589,80718,680,2014-05-12 11:31:05.0,2015-11-26 17:21:22.0,2015-11-26 17:21:22.0,Y,,,,현대건설,정금마을재건축조합,,0.00,,,0,,,,,,,,,0,전산,,유,,,,0,격일제,,,,,,,,0,,,,,,0,,,0,,20,,,,,,0,0,,,,0,,0,10,02-812-8846,02-812-8847,1033.6ton,흑석한강센트레빌,108-80-08569,06981,126.9652808,37.5062196,91714412541,흑석한강로,12,서울특별시 동작구 흑석동 335 흑석한강센트레빌,아파트,서울특별시 동작구 흑석한강로 12,138,391,126,,,2019-05-20 05:50:45.0,54329.68
3362,A15603008,상도엠코타운애스톤파크,서울,동작구,상도동,astonpark.co.kr,2013-08-14 00:00:00.0,158634,106266,882,2014-05-12 11:35:55.0,2019-03-22 09:25:19.0,2019-03-22 09:25:19.0,Y,,,,현대엠코,지역주택조합,2013-08-01 00:00:00.0,9832.12,81.652|109.487|111.511|111.569|111.795|112.292|148.888|149.341|150.956|151.381,1|20,1185,,,,,,,,,164114070,전산,관리사무소,유,16,"관리사무소(  대), 놀이터( 1대), 주차장( 108대), 엘리베이터(12대)",택배수령,159468000,격일제,"평일: ~ ( 20시간), 토: ~ (20시간), 휴일: ~ (20시간)","주간: ~ ( 2시간), 야간: ~ (2시간)",유,"건물내부(복도, 계단), 지하주차장, 옥상, 건물외부, 화단, 논슬립, 대청소, 재활용","5개층.  25,890.8㎡",개소 회/주,"외곽청소, 대청소, 논슬립, 재활용",52620000,"평일: ~ ( 5.5시간), 토: ~ (3시간), 휴일: ~ (시간)",,"주간: ~ ( 1.5시간), 야간: ~ (시간)",( 115세대/명),"복도 물걸레( 2회/주), 주차장 청소( 매일), 옥상( 회/월)</a> ",54649,"세대( ), 계단( ), 주차장( ), 지하( ), 화단( ) ","세대: 회/년, 수목: 회/년, 기타: 회/년",4956000,,7층용 1대 16층용 1대 18층용 2대 19층용 1대 20층용 2대 21층용 1대 23층용 4대,종합계약(FM),"( 2005)년도 설치, ( 4)연간 운행",로프식,전층운행,"쉬브/로브( 년), 카( 년), 권상기( 년), 전기제어반( 년), 브레이커( 년), 완충기( 년), 균형추( 년), 안전장치( 년), 전면교체( 년)",10080000,840000,건/월,"(3,4,5,10 년차 진행/1,2 년차 종결)",수선유지충당금(연간분할부과-예산제)수선유지비(매월부과-정산제),22857360,"정화조청소비,승강기점검비,저수조청소비,소방점검비,기타 당월수선비용",0,9,02-2254-1020,02-2254-1021,부스터방식,신당푸르지오아파트,201-80-01720,04587,127.0195121,37.5592169,90801112561,다산로36길,110,서울특별시 중구 신당동 850 신당푸르지오,아파트,서울특별시 중구 다산로36길 110,40,266,81,,,2019-05-19 23:10:50.0,44882.36
3363,A15609007,이수역리가,서울,동작구,사당동,,2013-09-24 00:00:00.0,75491,48869,452,2014-05-12 13:06:28.0,2014-05-16 17:22:13.0,2014-05-16 17:22:13.0,Y,,,,LIG건설,사당동 지역주택조합,,0.00,,,0,,,,,,,,,0,전산,라인별,유,,"놀이터( 1대), 주차장( 대), 엘리베이터(19 대)",,0,격일제,24시간,"중식(1.5시간),석식( 1.5시간), 야간:(4시간)",유,"건물내부(복도, 계단), 대청소",,개소 회/주,"대청소, 논슬립",0,"평일: ~ ( 6시간), 토: ~ (4시간), ",,,( 462세대/5명),"복도 물걸레( 회/주), ",0,"세대( ), 계단( ), 주차장( ), 지하( ), 화단( ) ","세대: 12회/년, 수목: 회/년, 기타: 회/년",0,,19대,부분단순(POG)계약,"( 93)년도 설치, ( 17)연간 운행",로프식,"1,2층제외운행","쉬브/로브( 7년), 카( 15년), 권상기( 7년), 전기제어반( 7년), 브레이커( 5년), 완충기( 3년), 균형추( 10년), 안전장치( 3년), ",0,0,2건/월,,수선유지비(매월부과-정산제),0,,0,7,02-2666-6764,02-2665-4790,고가수조방식,819번지,1098260392,157856,126.8125423,37.5809671,90800511771,금낭화로,167,서울특별시 강서구 방화동 819 방화동 개화아파트,아파트,서울특별시 강서구 금낭화로 167,0,0,462,,,2019-05-20 04:33:29.0,52648.2
3661,A14070302,용산더프라임,서울,용산구,원효로1가,,2014-02-17 00:00:00.0,160845,76539,559,2014-10-07 09:57:00.0,2014-10-07 10:21:26.0,2014-10-07 10:21:26.0,Y,,,,동아건설,앤모드하우스,2014-02-01 00:00:00.0,5231.88,54.126|63.868|63.996,B6|37,922,,,,,,,,,331661979,전산,경비초소,유,무,무,무,251557350,격일제,07:00 ~ 익일 07:00(24시간) 휴게시간제외,"점심(1시간),저녁(1시간),야간(3시간)",유,"현관출입문및바닥, 계단, 승강기내외부, 화단주변, 인도, 주차장, 오물장 ",,,공용부분 및 시설물,79295180,월~금(09:00~16:00) 토(09:00~12:00),,12:00~13:00,,,0,,,5794848,,22대,종합계약,83년,로프식,"1,2층 제외",,14520000,1331000,2~3건,,수선충당금,71970120,"설비, 전기",0,11,02-6412-6131,6412-6141,고가수조및저수조,160,212-80-00866,134809,127.1488781,37.5401404,21280008660,천중로,264,서울특별시 강동구 길동 160 길동신동아,아파트,서울특별시 강동구 천중로 264,0,552,420,,,2019-05-20 08:05:26.0,76646.95
6040,A13718001,서초더샵포레,서울,서초구,내곡동,sharp2812@daum.net,2014-08-11 00:00:00.0,232130,231171,1264,2015-03-12 10:49:52.0,2016-03-22 14:06:54.0,2016-03-22 14:06:54.0,Y,,,,포스코,에스에치,,19284.00,,,1264,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,0,,,0,,4,,,,,,0,0,,,,0,,0,4,02-917-9091,02-917-9095,,동일하이빌뉴시티,,02734,127.031103,37.6050605,,종암로,167,서울특별시 성북구 하월곡동 230 동일하이빌뉴시티,주상복합,서울특별시 성북구 종암로 167,0,27,307,,,2019-05-20 01:14:38.0,61598.83
4881,A13510009,청담래미안로이뷰,서울,강남구,청담동,,1992-01-31 00:00:00.0,36358,24091,177,2015-01-15 16:45:14.0,2015-01-16 16:31:47.0,2015-01-16 16:31:47.0,Y,,,,삼성물산,청담두산리모델링조합,,3824.00,,,216,,,,,,,,,0,전산,방재실,유,150,"주차장:103대, E/L39대, 1층 :8대",초소수령,0,3교대(8시간),,,유,,,,,0,,,,,,0,,,0,,19,,,,,,0,0,,,,0,,0,5,025147022,025147024,부스터방식,청담자이아파트,211-80-06829,,127.0572143,37.5236075,0000000,영동대로138길,12-0,서울특별시 강남구 청담동 134-38 청담자이,아파트,서울특별시 강남구 영동대로138길 12,388,116,204,,,2019-05-20 07:01:20.0,47130.198
244,A12013001,북가좌휴먼빌,서울,서대문구,북가좌동,,2008-12-23 00:00:00.0,30955,21655,197,2013-03-07 09:46:12.0,2013-06-23 15:30:44.0,2013-06-23 15:30:44.0,Y,2,4,2,,,2008-12-01 00:00:00.0,2674.28,99.1|102.47|135.53|155.37,15|,257,,,800,비상주,전기안전대행업체위탁,관리,무,,230438400,전산,경비초소,유,6대,"놀이터, 주차장, 엘레베이터",,108159600,격일제,20시간,4시간,유,17층 9라인,,3개소,"주차장 입구계단, 관리실, 노인정",36131520,"09:30 - 15:00 , 국경일, 공휴일, 일요일 휴무",,1시간,378세대 / 3명,,11454,"연막, 분무,독먹이식 : 세대, 계단,지하,주차장","세대:4회/ 년, 수목6회 /년기타:4",3732000,"맥스포스겔, 에스에스등",9대,전체,(1994)년도 설치 (15)연간 운행,로프식,"1,2층제외","쉬브/로브,카,권상기,전기제어반,브레이커,완충기,균형추,안전장치,전면교체",7457570,977570,건/월,종료,수선유지비(매월부과),0,"건축,설비,전기,소방,통신,조경",0,5,02-497-8785,497-8789,고가탱크,"(성수동1가,한진타운아파트)",206-82-61329,04773,127.0453053,37.541117,206-82-61329-0,뚝섬로,310,서울특별시 성동구 성수동1가 704 성수한진타운,아파트,서울특별시 성동구 뚝섬로 312,190,188,0,,,2019-05-19 23:54:39.0,27117.48
246,A13487103,천호코오롱,서울,강동구,천호3동,,1988-11-19 00:00:00.0,19014,19014,198,2013-03-07 09:46:12.0,2013-06-23 14:38:00.0,2013-06-23 14:38:00.0,Y,2,2,2,코오롱건설,천호재개발조합,,0.00,,12,92,,,450,,위탁관리,,,,0,한국전산관리,,,,,,0,24시간 격일근무,,,,각동 계단및 공유부분 청소,,,,3438000,오전9:00 ~ 오후3:30,,점심시간 1시간,,,0,방문,4회,6547200,,13,,,,,,0,0,,,,0,,0,5,02-417-0097,02-417-8100,,미성맨션,215-80-07515,05672,127.1192987,37.5060284,215-80-075150,오금로32길,10,서울특별시 송파구 송파동 161 송파미성,아파트,서울특별시 송파구 오금로32길 10,42,56,168,,,2019-05-20 07:39:08.0,45857.56
814,A13614302,장위참누리,서울,성북구,장위3동,장위참누리.apti.co.kr,2006-04-18 00:00:00.0,54062,37774,373,2013-03-07 09:46:51.0,2017-01-13 13:50:10.0,2017-01-13 13:50:10.0,Y,4,6,,울트라건설,sh공사,,0.00,,15층,412,"



",,1300,필수,자치관리,관리,유,,0,전산,관리소,유,4,"놀이터,주차장,엘리베이터,현관,단지외곽,관리소등",경비실,0,격일,20시간,"주간2시간,야간2시간",유,23층 10라인,"수량:1개, 면적:15,866",2개소 3회/주,"외곽,대청소,재활용,화단관리",0,"평일:09:00~16:00(7시간),토09:00~12:00(3시간)",,주간: 12:00~13:30(1시간30분),378세대/4명,복도 물걸레 매일,37842,"연막,분무,독먹이식,세대,계단,지하,주차장","세대4회/1년, 수목8회/1년",0,"맥스포스뉴겔,로취콘트롤겔",20층용8대 15층용2대,전체,2004년도설치5년간운행,로프,전층,,0,2200000,1건/월,5년차진행중(3년차완료),수선유지충당금,0,"건축,설비,전기,소방,통신,조경",0,6,02-2066-8713,02-2066-8714,부스터,346번지,113-80-03853,152102,126.8415352,37.491628,907-00-04048-1,오류로8길,11,서울특별시 구로구 오류동 346 오류푸르지오,아파트,서울특별시 구로구 오류로8길 11,0,351,27,,,2019-05-20 04:59:29.0,30175.608
1134,A13982702,상계마들대림,서울,노원구,상계동,www.daehan21c.co.kr,1988-06-15 00:00:00.0,61183,61183,538,2013-03-07 09:46:51.0,2013-06-23 12:36:06.0,2013-06-23 12:36:06.0,Y,,10,5,대림산업주식회사,대림산업주식회사,1988-06-01 00:00:00.0,4159.52,113.46,15|,520,,,1300,유,,유,,,0,,,,,,,0,,,,,,,,,0,,,,,,0,,,0,,4,,,,,,0,0,,,,0,,0,1,02-973-2685,02-973-2686,,356 학여울청구아파트 제2관리소(118동),210-82-62856,139873,127.0645889,37.6326446,907-00-33214-1,,,서울특별시 노원구 하계동 356 하계학여울청구B,아파트,서울특별시 노원구 한글비석로 6,378,0,0,,,2019-05-20 02:07:58.0,12383.28
6000,A13307003,서울숲더샵,서울,성동구,행당동,cafe.naver.com/intothesharp,2014-09-16 00:00:00.0,99374,67382,495,2015-03-09 17:20:56.0,2017-03-03 15:11:22.0,2017-03-03 15:11:22.0,Y,,,,포스코건설,포스코건설,,6836.00,,,735,"



서울숲더샵아파트",,,,,,,,171000000,,각동경비실,호출설치,80개,각동 경비실 및 관리실,세대전달 및 경비실 보관,116000000,24시간교대근무,16시간,8시간,경비실통화,각동 계단,주차장 계단,없음,관리동 및 회의실 주2회,36200000,9시출근 3시30분퇴근,,중식시,,,0,정기소독4회 추가소독 8회 수목소독 필요시,매월,4100000,,11대,용역관리,15년,VVSR,,로프마모,10000000,0,,하자종료,,35000000,,0,3,02-2201-1263,02-3437-3519,부스터방식,567,206-82-61479,143814,127.108811,37.5471414,90901117241,아차산로76길,31,서울특별시 광진구 광장동 567 광장동 광나루현대,아파트,서울특별시 광진구 아차산로76길 31,0,380,0,,,2019-05-20 00:03:45.0,32262.34
535,A15010602,양평동양,서울,영등포구,양평동6가,,2000-08-05 00:00:00.0,34714,27178,263,2013-03-07 09:46:46.0,2013-06-23 12:02:47.0,2013-06-23 12:02:47.0,Y,7,4,3,동양메이저(주),벽산재건축주택조합,2000-08-01 00:00:00.0,2671.00,"83,43|108,23|141,48|141,39",10|18,304,"<p><font size=""2"">*25평형( 83.43M<sup>2</sup>): 99세대</font></p><p><font size=""2"">*32평형(108.28M<sup>2</sup>):129세대</font></p><p><font size=""2"">*42평형(141.48M<sup>2</sup>):?17세대</font></p><p><font size=""2"">*42평형(141.39M<sup>2</sup>::?18세대</font></p><p><font size=""2""></font></p><p><font size=""2"">*3개동 263세대</font></p><p><font size=""2"">101동(18층 102세대-32평형, 42평형)</font></p><p><font size=""2"">102동(15층 124세대-32평형, 25평형)</font></p><p><font size=""2"">103동(10층 38세대-32평형)</font></p>",,882,유,전기안전관리업체 위탁,관리,무,,0,전산,"각 라인, 주수신반(전기실)",무,2대,"각라인, 엘리베이터, 지하주차장",경비실,0,2교대,12시간,5시간,유,공용부분,,,,28632000,6시간,,1시간 30분,,,42708,,,4440000,,10대,용역,,2단식 기어리어식,4층부터 전층운행,,9240000,0,,,세대균등부과,0,,0,3,02-388-9020,02-388-2305,"지하저수조,고가수조",355번지,110-80-01462,122081,126.9069618,37.5979944,90700286451,가좌로,344,서울특별시 은평구 신사동 355 신사현대2차,아파트,서울특별시 은평구 가좌로 344,0,380,0,,,2019-05-20 02:47:18.0,32235.4
2093,A15178204,관악벽산블루밍임대,서울,관악구,은천동,,2005-07-05 00:00:00.0,48062,48062,799,2013-03-07 09:46:54.0,2013-06-23 11:47:56.0,2013-06-23 11:47:56.0,Y,,,,벽산블루밍,서울시,2003-10-01 00:00:00.0,2720.00,49.06,22|,424,,,,,,,,,282844760,전산,"각동, 기계실, 관리실",가능,"카메라 48, 모티터 9","승강기, 주차장, 회의실, 각동1층, 기타층 2개소, 기타 취약장소",라인별,0,24시간 맞교대,1일 18시간,"6시간(주간2시간, 야간4시간)",라인별,해당동,,자치구처리,외곽,0,09시 ~ 16시,,1,,"4개동 4명, 외곽 1",54418,"호별 방문, 수목소독","분기1회, 정기, 매월 수시",0,,9,년간,2009년 5월 전면교체,현대엘리베이터,15,,0,0,,종료,년간 예산 매월 안분 부과,50931600,"전기실, 기관실, 영선 년간 소요 지출계획에 의거 집행",0,4,02-972-6570,02-6221-6570,고가수조,284,217-80-00366,139935,127.068697,37.6377945,21780003660,노원로15길,51-10,서울특별시 노원구 하계동 284 한신1,아파트,서울특별시 노원구 공릉로 351,1200,0,0,,,2019-05-20 02:10:03.0,40914
2097,A12170402,마포한화오벨리스크,서울,마포구,도화동,,2004-10-08 00:00:00.0,69005,68993,662,2013-03-07 09:46:54.0,2013-06-23 15:20:02.0,2013-06-23 15:20:02.0,Y,19,12,16,한화,군인공제회,,0.00,,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,02-2252-8660,02-2252-8662,,금호로 173 신금호파크자이아파트,A10027602,04727,,,20981344456,금호로,,서울특별시 성동구 금호동2가 1 신금호파크자이아파트,아파트,서울특별시 성동구 금호로 173,801,336,19,,,2019-05-19 23:45:52.0,73699.22
123,A15722001,방화삼성,서울,강서구,방화1동,,1998-01-09 00:00:00.0,19331,15741,170,2013-03-07 09:46:21.0,2013-06-23 10:53:55.0,2013-06-23 10:53:55.0,Y,,2,2,삼성물산,삼성화재재건축조합,,0.00,,15,220,,,550,선임,대행,,,,438381700,하누리컨설팅,각 동,"각 동 경비실, 전기실",없음,없음,없음,655716960,각 동 격일근무,18시간,6시간,각 동 경비실,각 동 1명씩,없음,영명환경,외곽 2명,150926467,4시간 30분,,3시간 30분,,수작업,0,분무식,16회,9480000,"롱다운유제, 그린벅유제",42대,입찰,18년,승객용 로프식,1층~15층,없음,40510160,4158000,10건,없음,일괄부과,56487620,"방송장비, 배관교체, 방청제구입, 누수공사, 세관공사",119240,18,02-952-1734,02-938-9126,"지하저수조 2,795톤 고가수조 698톤",359-1,210-82-61594,139221,127.0766362,37.6532581,90700311981,중계로,230,서울특별시 노원구 중계동 359-1 중계주공5단지,아파트,서울특별시 노원구 중계로 230,1608,720,0,,,2019-05-20 02:25:50.0,134975.28
3521,A13716002,서초포레스타5단지,서울,서초구,신원동,,2014-05-08 00:00:00.0,88338,88338,547,2014-07-01 14:21:17.0,2018-10-01 11:57:32.0,2018-10-01 11:57:32.0,Y,,,,한신공영,에스에이치공사,2014-05-01 00:00:00.0,7850.26,59|84|101|114,5|17,696,"



",,,,,,,,0,전산,민원실,여,32대,"지하주차장, 지상, 놀이터, 엘리베이터, 주출입현관",유,0,격일제2교대,24시간,야간4시간,여,"층 복도, 계단 ",,1개소,"외곽청소, 대청소, 지하주차장 ",0,오전 09:000-오후04:00,,2시간,,복도물걸레,17721,"연막, 분무 등","세대 12회/년, 수목",0,,3대,전체,11,로프식유압식,"18층(지하3층 1대) 2대,14층(지하3층)1대",,0,436590,,10년차 진행,수선유지비(매월부과),0,,0,1,02-395-6548,02-395-6549,고가수조,373,110-80-00288,120-86,126.9466544,37.5935653,907-00-28683-1,세검정로3길,63,서울특별시 서대문구 홍제동 373 홍제태영으뜸,아파트,서울특별시 서대문구 세검정로3길 63,131,47,36,,,2019-05-20 03:01:48.0,12650.8
226,A13114103,묵동금호어울림,서울,중랑구,묵1동,,2003-12-03 00:00:00.0,28353,17411,193,2013-03-07 09:46:21.0,2016-05-04 17:43:04.0,2016-05-04 17:43:04.0,Y,3,3,2,금호건설,"묵동장미, 대농재건축조합",,0.00,,19,250,,,800,비상주,전기안전대행업체위탁,관리,무,,0,,,,,,,216000000,격일,24시간,,,,,,,106800000,,,,,,75791,,,6000000,,23대,,,LG오티스,,,24288000,0,,,,0,,0,12,025652911,025652917,부스타방식,755-4(선릉로69길20),220-80-04499,135-92,127.0506456,37.4990116,90700068801,선릉로69길,20,서울특별시 강남구 역삼동 755-4 역삼e-편한세상,아파트,서울특별시 강남구 선릉로69길 20,513,327,0,,,2019-05-20 06:55:40.0,58385.755
